pn,sheet,cluster,man,model,name,cat,qty,unit,verdict,stock_grade,in_stock,stock_qty,lead_time,covers_qty,seller,seller_country,seller_url,seller_kind,price,currency,pack_qty,price_usd,unit_price,line_value_full_volume,in_firm_total,our_usd_lo,our_usd_hi,our_conf,price_gap,real_maker,real_pn,substitute,checked_by,note,rv_verdict,rv_price_usd,rv_maker,rv_channel,rv_blocker,rv_next_step,addressee_1,addressee_2,addressee_3,addressee_4
124907-19,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 70,"Прокладка вибрационной системы, подшипники № 2,3 Солар Taurus 70 1124907-19",прокладки и уплотнения,4,шт,pn_not_found,нет,unknown,,,unknown,,,,oem,,USD,1,,,,нет,,,,,,,Громет (втулка кабельного ввода) FKM — размер уточнить,сплошная проверка остатка 09.2026,"ранняя проверка 08.2026: артикул не найден. Та же серия грометов 124907-xx (подтверждено на 124907-25: GROMMET, FLUOROCARBON). «Прокладка вибрационной системы, подшипники № 2,3» — втулка ввода кабеля вибродатчиков опор 2 и 3. Дэш -19 поиском не подтверждён (лимит поиска исчерпан). РАСХОЖДЕНИЕ В ЗАЯВКЕ: в поле pn указано 124907-19, а в описании — 1124907-19 (лишняя единица). Уточнить у заказчика верный номер до заказа.",,,,,,,Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
124907-20,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 70,"Прокладка вибрационной системы, вибрация СТ 4,5 Солар Taurus 70 124907-20",прокладки и уплотнения,4,шт,pn_not_found,нет,unknown,,,unknown,,,,oem,,USD,1,,,,нет,,,,,,,Громет (втулка кабельного ввода) FKM — размер уточнить,сплошная проверка остатка 09.2026,"ранняя проверка 08.2026: артикул не найден. Серия 124907-xx в каталоге Solar — это ГРОМЕТЫ (втулки кабельного ввода) из фторкаучука; подтверждено на соседнем дэше 124907-25 (GROMMET, 1.112 OD, 0.994 IN L, FLUOROCARBON). Значит «прокладка вибрационной системы, вибрация СТ 4,5» — втулка ввода кабеля вибродатчика, а не прокладка. Сам дэш -20 поиском не подтверждён (лимит поиска исчерпан). Закрывается серийным грометом FKM: уточнить диаметр кабеля и толщину панели.",,,,,,,Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
124907-25,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 70MD,ПРОКЛАДКА УПЛОТНИТЕЛЬНАЯ Солар Taurus 60S 124907-25,прокладки и уплотнения,4,шт,oem_only,нет,unknown,,,unknown,Solar Turbines (Shop Solar),США,https://shop.solarturbines.com/DefaultStore/hardware/grommet/124907-25,oem,,USD,1,,,,нет,,,,,,,"Громет (втулка кабельного ввода) FKM, 1.112"" OD x 0.994"" L",сплошная проверка остатка 09.2026,"Каталог Solar: GROMMET, 1.112 OD, 0.994 IN L, FLUOROCARBON — это ВТУЛКА кабельного ввода из фторкаучука, а не «прокладка уплотнительная» (ошибка перевода в заявке). Карточка на shop.solarturbines.com существует, но анонимно отдаёт 404: цена и остаток только под дилерским логином. Вся серия 124907-xx — грометы. Для замены нужен серийный громет FKM 1.112 OD x 0.994 L; уточнить у заказчика диаметр кабеля и толщину панели.","НЕЧЕМ ПРОВЕРИТЬ: цена найдена, а вилки по строке в наших данных нет вовсе — сравнивать не с чем. Вилку надо ПОСТАВИТЬ, и это отдельное действие: одна цена одного перепродавца для неё слабое основание.",116.03,,"hardtoget.parts — открытый сток-лист перепродавца. Это канал перепродажи: ни завод, ни подтверждённый авторизованный дистрибьютор.","Цена по одному листу одного перепродавца: второго независимого свидетеля нет, остаток числом не подтверждён, срок не назван, изготовитель не вскрыт.",Для порядка величин закладывать 116.03 USD за штуку — это запрашиваемая цена одного перепродавца. Твёрдое предложение на весь объём запрашивается письмом.,Solar Turbines | США |  | +1 619-544-5352 | по этой детали,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
124907-4,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 60S,Прокладка - провода датчика вибрации 1-го подшипника Солар Taurus 60S 124907-4,прокладки и уплотнения,3,шт,pn_not_found,нет,unknown,,,unknown,,,,oem,,USD,1,,,,нет,,,,,,,Громет (втулка кабельного ввода) FKM — размер уточнить,сплошная проверка остатка 09.2026,"ранняя проверка 08.2026: артикул не найден. Серия 124907-xx в каталоге Solar — ГРОМЕТЫ (втулки кабельного ввода) из фторкаучука; подтверждено на 124907-25 (GROMMET, 1.112 OD, 0.994 IN L, FLUOROCARBON). Описание «прокладка — провода датчика вибрации 1-го подшипника» этому полностью соответствует: это втулка ввода кабеля вибродатчика, а не прокладка. Сам дэш -4 поиском не подтверждён (лимит поиска исчерпан). Закрывается серийным грометом FKM: уточнить диаметр кабеля и толщину панели.","НЕЧЕМ ПРОВЕРИТЬ: цена найдена, а вилки по строке в наших данных нет вовсе — сравнивать не с чем. Вилку надо ПОСТАВИТЬ, и это отдельное действие: одна цена одного перепродавца для неё слабое основание.",116.03,,"hardtoget.parts — открытый сток-лист перепродавца. Это канал перепродажи: ни завод, ни подтверждённый авторизованный дистрибьютор.","Цена по одному листу одного перепродавца: второго независимого свидетеля нет, остаток числом не подтверждён, срок не назван, изготовитель не вскрыт.",Для порядка величин закладывать 116.03 USD за штуку — это запрашиваемая цена одного перепродавца. Твёрдое предложение на весь объём запрашивается письмом.,Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
124907-7,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 70MD,ПРОКЛАДКА УПЛОТНИТЕЛЬНАЯ Солар Taurus 60S 124907-7,прокладки и уплотнения,1,шт,pn_not_found,нет,unknown,,,unknown,,,,unknown,,USD,1,,,,нет,,,,,,,,сплошная проверка остатка 09.2026,"ранняя проверка 08.2026: артикул не найден. Не опознано. Название обезличено (просто «прокладка уплотнительная»), дефис -7 = строка табличного чертежа, узел не указан. Отдельно: расхождение во входных данных - в названии Taurus 60S, в поле model Taurus 70MD. Для табличного номера это принципиально, dash раскрывается по-разному на разных двигателях. Нужны чертёж 124907 с таблицей либо образец с замерами и подтверждение модели двигателя. Без этого подбор невозможен.","НЕЧЕМ ПРОВЕРИТЬ: цена найдена, а вилки по строке в наших данных нет вовсе — сравнивать не с чем. Вилку надо ПОСТАВИТЬ, и это отдельное действие: одна цена одного перепродавца для неё слабое основание.",116.03,,"hardtoget.parts — открытый сток-лист перепродавца. Это канал перепродажи: ни завод, ни подтверждённый авторизованный дистрибьютор.","Цена по одному листу одного перепродавца: второго независимого свидетеля нет, остаток числом не подтверждён, срок не назван, изготовитель не вскрыт.",Для порядка величин закладывать 116.03 USD за штуку — это запрашиваемая цена одного перепродавца. Твёрдое предложение на весь объём запрашивается письмом.,Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
1283807-900,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 70 и Taurus 70MD (унифицированнные),"ПРОКЛАДКА, 45.25 ВНУТР. ДИАМЕТР, 53.00 НАРУЖ. ДИАМЕТР, 0.5 СОЛАР Taurus 70 и Taurus 70MD (унифицированнные) 1283807-900",прокладки и уплотнения,2,шт,oem_only,нет,unknown,,,unknown,,,,unknown,,USD,1,,,,нет,,,,,,,"резаная кольцевая прокладка по ASME B16.21, 1149,4 x 1346,2 x 12,7 мм (45.25"" x 53.00"" x 0.5"")",сплошная проверка остатка 09.2026,"Опознание: GASKET 45.25 ID / 53.00 OD / 0.5 — крупная плоская кольцевая прокладка; по дюймам Solar это 1149,4 x 1346,2 x 12,7 мм, поясок 98 мм. Толщина 12,7 мм указывает на горячий стык (выхлопной тракт), а не на фланец трубы. Деталь резаная по чертежу: делают Flexitallic, Klinger, Garlock, Lamons, Teadit — в разы дешевле каталога Solar. Уточнить: материал и температуру (керамоволокно Thermiculite/Fiberfrax либо безасбестовый лист), единицы, отверстия под болты. Поиском не подтверждено.",,,,,,,Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
130161-1,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 70MD,Прокладка для смотрового люка крышки вала Солар Taurus 70MD 130161-1,прокладки и уплотнения,2,шт,oem_only,нет,unknown,,,unknown,,,,unknown,,USD,1,,,,нет,,,,,,,"вырезная прокладка по образцу: листовой NBR либо безасбестовый лист класса Klinger C-4400 / Garlock 3000, 1,5-3 мм",сплошная проверка остатка 09.2026,"Опознано: прокладка крышки смотрового лючка кожуха вала (ограждение валопровода/муфты). Узел безнапорный, нагрузка - масляный туман и пыль, то есть типовая вырезная прокладка, а не ответственное уплотнение. Реально закрывается вырезкой по образцу из листового NBR или безасбестового листа класса Klinger C-4400 / Garlock 3000, 1,5-3 мм. Нужны: образец либо размеры крышки, диаметр и шаг отверстий, толщина. Продавец поиском не подтверждён.",,,,,,,Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
136845-1,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 60S,"ПРОКЛАДКА, 1,85 X 0,62 ДЮЙМА, 0,032 Солар Taurus 60S 136845-1",прокладки и уплотнения,18,шт,oem_only,нет,unknown,,,unknown,Solar Turbines (Caterpillar) — OEM webshop,US,https://shop.solarturbines.com/,oem,,USD,1,,,,нет,5,35,C,,,,,проверка 505 строк 09.2026,"Позиция каталога Solar Turbines. Карточка OEM-магазина за cookie/JS-стеной и логином дилера — цена и остаток не подтверждены. Размерная прокладка 1,85 x 0,62"" x 0,032"" (47,0 x 15,7 x 0,81 мм). Типовая: закрывается вырубкой по размеру, материал уточнить по месту установки.",ВЕРНА: цена продавца 8.12 USD за штуку лежит внутри нашей вилки (5–35 USD за штуку). Про середину вилки это ничего не говорит.,8.12,,"hardtoget.parts — открытый сток-лист перепродавца. Это канал перепродажи: ни завод, ни подтверждённый авторизованный дистрибьютор.","Цена по одному листу одного перепродавца: второго независимого свидетеля нет, остаток числом не подтверждён, срок не назван, изготовитель не вскрыт.",Для порядка величин закладывать 8.12 USD за штуку — это запрашиваемая цена одного перепродавца. Твёрдое предложение на весь объём запрашивается письмом.,Solar Turbines | US |  | +1 619-544-5352 | по этой детали,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
172514-2,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 60S,"ПРОКЛАДКА, 2,50 X 2,50 ДЮЙМА,062 Солар Taurus 60S 172514-2",прокладки и уплотнения,3,шт,pn_not_found,нет,unknown,,,unknown,,,,oem,,USD,1,,,,нет,,,,,,,"прокладка листовая, вырез 2,50 x 2,50 дюйма, толщина 0,062"" (1,6 мм)",сплошная проверка остатка 09.2026,"ранняя проверка 08.2026: артикул не найден. Поиском не подтверждено (лимит поиска исчерпан). По описанию — прокладка квадратная 2,50 x 2,50 дюйма, толщина 0,062"" (1,6 мм). Такие режутся из листа, и серийный аналог подбирается не по PN, а по материалу и температуре узла. Уточнить у заказчика среду и рабочую температуру: под горячий тракт нужен Flexitallic Thermiculite или Klinger, под вспомогательные линии достаточно безасбестового листа (Garlock, Klingersil C-4400). Резка по образцу дешевле PN Solar в разы.",,,,,,,Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
172523-2,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 60S,"ПРОКЛАДКА X 2,71 ДЮЙМА,.062, BLUE-GARD Солар Taurus 60S 172523-2",прокладки и уплотнения,2,шт,oem_only,нет,unknown,,,unknown,,,,oem,,USD,1,,,,нет,,,,,Garlock,"BLUE-GARD 3000, лист 1.6 мм (1/16"")","Вырезная прокладка из Garlock BLUE-GARD 3000, толщина 0.062"" (1.6 мм)",сплошная проверка остатка 09.2026,"BLUE-GARD прямо назван в описании — это зарегистрированная марка Garlock. Solar лист не производит, а режет из него, то есть первоисточник установлен: Garlock. Нужна вырезная прокладка толщиной 1/16"" под размер 2.71"" (около 69 мм, вероятно внутренний диаметр). Закрывается местной резкой по образцу или чертежу. Уточнить наружный размер и число отверстий. Продавец не подтверждён: лимит веб-поиска сессии исчерпан.",,,,,,,Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
172567-1,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 70,"ПРОКЛАДКА Солар Taurus 70, 5,62 X 5,62 ДЮЙМА,.030 172567-1",прокладки и уплотнения,3,шт,pn_not_found,нет,unknown,,,unknown,,,,oem,,USD,1,,,,нет,,,,,,,"прокладка листовая, вырез 5,62 x 5,62 дюйма, толщина 0,030"" (0,76 мм)",сплошная проверка остатка 09.2026,"ранняя проверка 08.2026: артикул не найден. Поиском не подтверждено (лимит поиска исчерпан). По описанию — прокладка 5,62 x 5,62 дюйма, толщина 0,030"" (0,76 мм), режется из листа. Серийный аналог подбирается по материалу и температуре узла, а не по PN: уточнить у заказчика среду и рабочую температуру. Под горячий тракт — Flexitallic Thermiculite, под вспомогательные линии — безасбестовый лист (Klingersil C-4400, Garlock). Изготовление резкой по образцу закрывает позицию без Solar.",,,,,,,Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
173942-1,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 70 и Taurus 70MD (унифицированнные),"ПРОКЛАДКА,3.32 ВНУТР. ДИАМЕТР,3.68 НАРУЖ. ДИАМЕТР,0.049 СОЛАР Taurus 70 и Taurus 70MD (унифицированнные) 173942-1",прокладки и уплотнения,17,шт,oem_only,нет,unknown,,,unknown,Solar Turbines (Caterpillar) — OEM webshop,US,https://shop.solarturbines.com/,oem,,USD,1,,,,нет,6,40,C,,,,,проверка 505 строк 09.2026,"Позиция каталога Solar Turbines. Карточка OEM-магазина за cookie/JS-стеной и логином дилера — цена и остаток не подтверждены. Размерная плоская прокладка 3,32"" ID x 3,68"" OD x 0,049"" (84,3 x 93,5 x 1,24 мм). Типовая: закрывается вырубкой по размеру; материал уточнить (по толщине 1,24 мм — вероятен безасбестовый лист или отожжённая медь).",,,,,,,Solar Turbines | US |  | +1 619-544-5352 | по этой детали,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
180431-1,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 60S,"ПРОКЛАДКА, 4,56 НАРУЖ. ДИАМЕТР, 4,84 ВНУТР. ДИАМЕТР, 0,049 Солар Taurus 60S 180431-1",прокладки и уплотнения,151,шт,pn_not_found,нет,no,,,no,,,,unknown,,USD,1,,,,нет,12,85,C,,,,,проверка 505 строк 09.2026,"ранняя проверка 08.2026: артикул не найден. Solar Turbines Taurus 60S. Карточек нет (каталог Solar закрыт). По описанию тонкая плоская прокладка ~0.049"" — стандартная резка из листа. Заявка 151 шт: складом у брокеров не закрывается, но по чертежу изготавливается партией за 2-4 недели у любого производителя прокладок.","НЕ ПОДТВЕРЖДЕНА — цены по номеру 180431-1 нет ни на одной открытой странице. Ближайшая опора — медная прокладка форсунки той же машины 136856-1 по 21,00 EUR (≈24,37 USD) за штуку, она ложится у нижнего края заданной вилки, но относится к меньшему типоразмеру (2,425 против 4,56 дюйма по внутреннему диаметру) и ценой этой детали не является.",,,"Изготовитель Solar Turbines — по номеру, через дилерскую сеть и закрытый магазин shop.solarturbines.com (страницы товара в этой проверке отдают 404 и без входа не открываются). Комплектовщик ANTONI International, Inc. — продаёт номер в составе комплекта расходных материалов Taurus 60, при этом на своей же странице заявляет: «ANTONI International, Inc. is not affiliated with Solar Turbines Inc.». Сток-трейдер hardtoget.parts (Москва) — держит медные прокладки форсунок Solar, но именно 180431-1 в его сток-листе нет. Изготовители уплотнений — вырубка по образцу.","Наименование в заявке внутренне противоречиво и не может быть отправлено продавцу как есть. Русская строка гласит «4,56 НАРУЖ. ДИАМЕТР, 4,84 ВНУТР.» — внутренний диаметр больше наружного, чего не бывает. Разметка сток-листа по родственным прокладкам Solar идёт «Id, затем Od», поэтому в оригинале почти наверняка стояло «4.56 Id, 4.84 Od», а при переводе диаметры поменялись местами. До запроса подтвердить у заказчика, что 4,56 — внутренний.","Снять образец либо чертёж (материал медь, два диаметра, толщина) и размещать вырубку у изготовителя уплотнений партией на 151 штуку. Параллельно запросить hardtoget.parts на 180431-1 прямо: родственные медные прокладки форсунок Solar у него есть, значит номер может найтись вне печатного сток-листа.",Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
190619-2,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 60S,"УПЛОТНИТЕЛЬНОЕ КОЛЬЦО Солар Taurus 60S, SAE 228, ВИТОН 190619-2",прокладки и уплотнения,1,шт,available_lead,нет,conditional,"0 на основном складе, 1111 offsite",с основного склада 0; offsite 1 111 шт (минимум строки $50); inbound 21 568 шт партиями 09.2026-01.2027,full,Global O-Ring and Seal,US,https://www.globaloring.com/product/v75228/,component_maker,2.14,USD,1,2.14,2.14,2.14,нет,,,,,,,"AS568-228 FKM/Viton 75 Shore A, ID 2.234in (56.74мм), CS 0.139in (3.53мм)",сплошная проверка остатка 09.2026,"Номер Solar не подтверждён, закрывается стандартом: SAE 228 = AS568-228, витон (в заявке прямо указано ВИТОН). Карточка Global O-Ring V75228: $2.14/шт при qty 1, цена падает до $1.28 от 800 шт. In Stock 0 — то есть немедленной отгрузки с основного склада нет, но offsite 1 111 шт и inbound 21 568 шт. Ставлю conditional, а не yes. Уточнить твёрдость (70/75/90) и компаунд FKM.",,,,,,,Global O-Ring and Seal | US |  | +1 832 448 5550;+1 832 862 3676 | по этой детали,Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер
190826-1,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 70 и Taurus 70MD (унифицированнные),"ПРОКЛАДКА,4.38 ВНУТР. ДИАМЕТР,5.62 НАРУЖ. ДИАМЕТР,0.020 СОЛАР Taurus 70 и Taurus 70MD (унифицированнные) 190826-1",прокладки и уплотнения,7,шт,oem_only,нет,unknown,,,unknown,Solar Turbines (Caterpillar) — OEM webshop,US,https://shop.solarturbines.com/,oem,,USD,1,,,,нет,18,70,B,,,,,проверка 505 строк 09.2026,"Позиция каталога Solar Turbines. Карточка OEM-магазина за cookie/JS-стеной и логином дилера — цена и остаток не подтверждены. Размерная плоская прокладка 4,38"" ID x 5,62"" OD x 0,020"" (111,3 x 142,7 x 0,51 мм). Типовая: закрывается вырубкой по размеру; толщина 0,51 мм — вероятно отожжённая медь или безасбестовый лист.",,,,,,,Solar Turbines | US |  | +1 619-544-5352 | по этой детали,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер,Southeast Overseas | США | roy.pandel@titanoiltools.com | +1 941-356-3010;+1 941 356 3010 | кластер
199515-1,Энергосети,Энергосети · Solar · прокладки и уплотнения,Solar,Taurus 70 и Taurus 70MD (унифицированнные),"ПРОКЛАДКА,4.27 ВНУТР. ДИАМЕТР,4.70 НАРУЖ. ДИАМЕТР,0.032 СОЛАР Taurus 70 и Taurus 70MD (унифицированнные) 199515-1",прокладки и уплотнения,830,шт,pn_not_found,нет,unknown,,,unknown,eBay,,https://www.ebay.com/itm/223737908084,unknown,0.0,USD,1,,,,нет,12,45,B,,,,,проверка 08.2026,"ранняя проверка 08.2026: артикул не найден. Страница живая, но продаётся ДРУГОЙ артикул: MPN 173942-1 (прокладка Solar Turbines), US $20.00 or Best Offer, 3 шт. в наличии. PN 199515-1 на странице отсутствует. Цена $20 и наличие 3 шт. относятся к 173942-1, к проверяемому PN не применимы.",НЕ ПОДТВЕРЖДЕНА,,,Канал изготовителя с ценой за входом плюс вторичный рынок излишков. Открытого канала с публичной ценой по номеру нет.,"ФАСОВКА НЕ ЗАВЕРЕНА, и не может быть: ни одной карточки нет, значит и дословной фразы («Sold as Each», «pack of 10», «box of 100») нет. Для тонкой прокладки в таком количестве это кратный риск — если номер окажется упаковкой, штуки и упаковки разойдутся на порядок.","Строка непроверяема и по цене, и по количеству одновременно, причём количество здесь опаснее: спорны не проценты, а сами штуки. Нужно два ответа. От заказчика — на какую машину и какой узел идут 614 штук и не входят ли в них остальные 216. От изготовителя — страница каталога или ТКП с фразой о фасовке. Закладывать по нынешней вилке нечего: её единственная страница продавала другой артикул.",eBay | Австралия | sales@4dcontrols.com.au | +61 2 4016 0268;+61 1300 731 156 | по этой детали,Solar Turbines | США |  | +1 619-544-5352 | кластер,Gaddis Corp | US | info@gaddisny.com | +1 516-759-3100 | кластер,Antoni International | США | info@antoni-intl.com | +1 619 276 8886 | кластер
231400,Энергосети,Энергосети · Jenbacher/INNIO · прокладки и уплотнения,Jenbacher/INNIO,Вкладыш фильтра с о-кольцом,"Вкладыш фильтра с о-кольцом, артикул 231400",прокладки и уплотнения,138,шт,pn_not_found,нет,no,,,no,,,,unknown,,USD,1,,,,нет,25,120,C,,,,,проверка 505 строк 09.2026,"ранняя проверка 08.2026: артикул не найден. Единственная позиция Jenbacher, которую не удалось подтвердить: ни в каталоге PowerUP (AT), ни у AB Parts Marketplace, ни у 2G точного совпадения по 231400 нет. ONERGYS.de (немецкий магазин ЗИП КГУ, где лежат остальные три номера Jenbacher) закрыт Cloudflare и через автоматический запрос не читается — проверить вручную в браузере, это самый вероятный канал. Также перепроверить номер: 'вкладыш фильтра с о-кольцом' у Jenbacher обычно идёт как фильтроэлемент Hengst/Stauff со своим номером изготовителя — именно он и есть первоисточник. Заявка 138 шт.",ЗАНИЖЕНА,235.01,,"Рынок газовой арматуры и расходников ГПУ (картриджи газовых фильтров в корпусах GF), а не турбинный и не уплотнительный. Канал, который стоит проверить из-за гипотезы Dungs: горелочный и газовый ассортимент, где сменные вкладыши Dungs идут по своим номерам и по заметно другому уровню цен.","Изготовитель не вскрыт, и здесь это риск НА ПОНИЖЕНИЕ, а не на повышение: весь ряд 231401-231404 в каталоге PowerUP подписан Dungs, и если 231400 из того же семейства, то 235,01 USD — турбинно-энергетическая наценка на копеечное изделие. Не прочитан ONERGYS (403) — пока он закрыт, «второго источника нет» держится только на автоматической проверке. Фасовка не заверена.","Закладывать 235,01 USD за штуку — почти вдвое выше нашего потолка (120 USD) и втрое выше середины вилки. Но первым действием не закупка, а проверка гипотезы Dungs: запросить каталог Karl Dungs по корпусу GF и диаметру. Если это картридж Dungs, горелочный канал даёт принципиально другие деньги, и вердикт перевернётся в «ЗАВЫШЕНА».",INNIO Jenbacher и авторизованный дистрибьютор Clarke Energy | Австрия / Великобритания | contact.en@innio.com | +44 151 546 4446 | по этой детали,"PowerUP | Австрия (Штанс, Тироль) | office@powerup.at | +43 5242 64666 | по этой детали",Wuhan Weyeah Power Machinery | Китай (Ухань) | info@weyeahengine.com;frank.lee@weyeahengine.com;gasgenerator@163.com | +86 180 6404 7867 | кластер,RS Motor | Испания |  | +34 986 461 801 | кластер
240531,Энергосети,Энергосети · Jenbacher/INNIO · прокладки и уплотнения,Jenbacher/INNIO,Уплотнение,"Уплотнение, артикул 240531",прокладки и уплотнения,14,шт,pn_found_no_stock,нет,unknown,,,unknown,ONERGYS GmbH,DE,https://www.onergys.de/en/engine-technology/gaskets-gasket-kits/single-gaskets/gasket-one148436-jenbacher-240531.html,aftermarket,,EUR,1,,,,нет,8,70,C,,,,,проверка 505 строк 09.2026,"У ONERGYS существует отдельная карточка товара 'Gasket ONE148436 - Jenbacher 240531' (их собственный кросс-номер ONE148436, aftermarket). Саму карточку открыть не удалось — сайт отдаёт 403 на оба домена (.de и .com), поэтому цена и остаток НЕ подтверждены. Действие: запросить наличие и цену у ONERGYS по ONE148436 напрямую.",ВЕРНА: цена канала 25.75 USD за штуку лежит внутри нашей вилки (8–70 USD за штуку). Про середину вилки это ничего не говорит.,25.75,,"Original-Teile-Center (parts-systems.de, Германия) — торговый канал оригинальных запасных частей Jenbacher/INNIO. Карточка товара с номером витрины вида SWxxxxx, цена без налога, на карточке стоит «Sofort verfügbar, Lieferzeit: 2-5 Tage». Это канал перепродажи, а не завод и не подтверждённый авторизованный дистрибьютор: авторизации мы не проверяли.","Цена розничная и по одному каналу: независимого второго подтверждения нет, остаток числом не назван, цена без налога и без доставки. Настоящий изготовитель не вскрыт, поэтому обходного канала по его собственному номеру пока не построить.",Для порядка величин закладывать 25.75 USD за штуку — это розничная цена одного канала без налога и без подтверждения остатка. Твёрдое предложение на весь объём запрашивается письмом.,ONERGYS | DE |  |  | по этой детали,Power Gaskets | TR | info@powergaskets.com | +90 332 239 00 30;+90 533 552 25 80 | по этой детали,"PowerUP | Австрия (Штанс, Тироль) | office@powerup.at | +43 5242 64666 | кластер",Wuhan Weyeah Power Machinery | Китай (Ухань) | info@weyeahengine.com;frank.lee@weyeahengine.com;gasgenerator@163.com | +86 180 6404 7867 | кластер
